,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
2811,RAM,1500 Laramie,2022,3521.0,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Diamond Black,Black,None reported,Yes,51074.0
2812,Volkswagen,Golf GTI 2.0T SE 4-Door,2016,90000.0,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,16750.0
2813,Porsche,Macan Turbo,2016,46000.0,Gasoline,400.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,–,None reported,Yes,38000.0
2814,BMW,X4 M Competition,2020,18362.0,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Orange,None reported,Yes,60000.0
2815,Lexus,RX 350 Base,2013,164500.0,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,16500.0
2816,GMC,Terrain SLT,2020,55018.0,Gasoline,170.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,25500.0
2817,Nissan,Maxima SV,2022,36466.0,Gasoline,3.5L V6 24V GDI DOHC,Automatic CVT,Brilliant Silver Metallic,Charcoal,None reported,Yes,24980.0
2818,Volvo,S60 B5 Inscription,2022,14280.0,Hybrid,247.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Blue,Black,None reported,Yes,36500.0
2819,Subaru,Outback 2.5i Premium,2013,116000.0,Gasoline,173.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,At least 1 accident or damage reported,Yes,12500.0
2820,RAM,1500 Laramie,2022,16184.0,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Granite Crystal Clearcoat Metallic,Black,None reported,Yes,46999.0
2821,Porsche,Boxster Base,1997,132800.0,Gasoline,201.0HP 2.5L Flat 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Beige,None reported,Yes,8500.0
2822,Ford,Explorer XLT,2020,45000.0,Gasoline,300.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,Silver,Black,None reported,Yes,33500.0
2823,Ford,F-150 Lariat,2013,102000.0,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,23000.0
2824,Ford,Excursion XLS,2004,163000.0,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,5-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,18000.0
2825,BMW,M8 Competition,2023,3500.0,Gasoline,617.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,None reported,Yes,129000.0
2826,Porsche,Panamera GTS,2016,42526.0,Gasoline,440.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Black,None reported,Yes,66200.0
2827,Mazda,Mazda3 i Touring,2012,144900.0,Gasoline,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,–,None reported,Yes,6000.0
2828,GMC,Sierra 1500 SLT,2016,85000.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,32750.0
2829,Mercedes-Benz,Sprinter 2500 Standard Roof,2022,16113.0,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,A/T,Gray,Black,None reported,Yes,111000.0
2830,Mercedes-Benz,GL-Class GL 450,2011,93000.0,Gasoline,335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,At least 1 accident or damage reported,Yes,11900.0
2831,RAM,1500 Big Horn,2022,11468.0,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Bright White Clearcoat,Black,None reported,Yes,50204.0
2832,Lexus,NX 300 Base,2019,25470.0,Gasoline,235.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Red,None reported,Yes,32500.0
2833,BMW,435 i xDrive,2014,90347.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,21800.0
2834,GMC,Yukon SLE,2017,96000.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,34000.0
2835,Honda,Pilot EX-L,2016,80500.0,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,23000.0
2836,Audi,A5 Sportback S line Premium Plus,2021,35000.0,Hybrid,261.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,7-Speed A/T,Black,Black,None reported,Yes,37499.0
2837,Porsche,911 Carrera,1995,49900.0,–,–,6-Speed M/T,Silver,Gray,At least 1 accident or damage reported,Yes,97993.0
2838,Honda,Civic Sport,2020,121212.0,Gasoline,1.5L I4 16V GDI DOHC Turbo,Automatic CVT,White,Sport,At least 1 accident or damage reported,Yes,18387.0
2839,Mercedes-Benz,G 550 4x4 Squared Base,2018,14381.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,7-Speed Automatic,Designo Magno Matte,Black,None reported,Yes,204900.0
2840,Porsche,Panamera Platinum Edition,2022,13500.0,Gasoline,325.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Black,None reported,Yes,86999.0
2841,BMW,740e xDrive iPerformance,2019,33214.0,Plug-In Hybrid,322.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,A/T,White,Black,None reported,Yes,43500.0
2842,Ford,F-250 XLT,2017,29719.0,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,Yes,31000.0
2843,Lincoln,Corsair Standard,2022,4520.0,Gasoline,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Beige,Beige,None reported,Yes,38500.0
2844,Hyundai,Sonata Sport,2017,84129.0,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,Phantom Black,Graphite,None reported,Yes,14599.0
2845,Nissan,Maxima 3.5 SR,2019,72150.0,Gasoline,300.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Black,At least 1 accident or damage reported,Yes,26999.0
2846,GMC,Yukon SLT,2015,94500.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,30000.0
2847,Mercedes-Benz,GLS 550 Base 4MATIC,2017,88454.0,Gasoline,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Beige,None reported,Yes,39999.0
2848,Cadillac,CTS Base,2010,81696.0,Gasoline,270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Beige,At least 1 accident or damage reported,Yes,9499.0
2849,Cadillac,CTS Base,2005,94100.0,Gasoline,255.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Beige,None reported,Yes,6099.0
2850,Ford,Explorer Limited,2022,17500.0,Hybrid,318.0HP 3.3L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,White,Black,None reported,Yes,46000.0
2851,Acura,RDX,2016,132252.0,Gasoline,3.5 Liter,Automatic,Crystal Black,Black,None reported,Yes,18998.0
2852,Toyota,Highlander XLE,2022,4437.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,42000.0
2853,Volkswagen,Golf GTI 2.0T SE 4-Door,2018,70500.0,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,23000.0
2854,Nissan,Pickup Truck XE,1994,89144.0,–,–,A/T,Red,Gray,None reported,Yes,5899.0
2855,Toyota,Corolla CE,2008,170000.0,Gasoline,126.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,5199.0
2856,Honda,Element EX,2008,122000.0,Gasoline,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,10500.0
2857,Toyota,Camry Solara SE,2008,57852.0,Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,13900.0
2858,Hyundai,Genesis 4.6,2010,120321.0,Gasoline,378.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,10500.0
2859,BMW,325 Ci,2004,178000.0,Gasoline,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Brown,None reported,Yes,5750.0
2860,BMW,M3 Base,2002,60255.0,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,None reported,Yes,28750.0
2861,Land,Rover Range Rover Sport HSE Dynamic,2019,77690.0,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,43500.0
2862,Chevrolet,Corvette ZR-1,2009,18000.0,Gasoline,638.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,78000.0
2863,Honda,Prelude Type SH,2001,125000.0,Gasoline,200.0HP 2.2L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Black,None reported,Yes,18000.0
2864,Lexus,NX 300 Base,2021,6449.0,Gasoline,2.0L I4 16V PDI DOHC Turbo,6-Speed Automatic,Silver,Black,At least 1 accident or damage reported,Yes,35999.0
2865,Volkswagen,Golf GTI 2.0T SE 4-Door,2019,33000.0,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,27500.0
2866,Nissan,Armada LE,2009,87130.0,Gasoline,317.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Brown,Black,None reported,Yes,20000.0
2867,Lexus,SC 300 Base,1998,165000.0,Gasoline,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Purple,Beige,None reported,Yes,8700.0
2868,Toyota,Camry Solara SLE,2008,73000.0,Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,11500.0
2869,Porsche,Macan S,2020,22354.0,Gasoline,3.0L V6 24V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,Black,Black,None reported,Yes,54900.0
2870,Tesla,Model Y Performance,2023,6188.0,,455.0HP Electric Motor Electric Fuel System,A/T,Gray,White,None reported,Yes,53900.0
2871,GMC,Terrain SLT,2019,60807.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Red Quartz Tintcoat,Medium Ash Gray,At least 1 accident or damage reported,Yes,25925.0
2872,Jeep,Compass Latitude,2014,105000.0,Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,10950.0
2873,Audi,Q7 3.0T Prestige,2018,63400.0,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,29900.0
2874,Ford,F-250 Platinum,2022,4500.0,Gasoline,430.0HP 7.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,86500.0
2875,Jeep,Gladiator Overland,2020,8025.0,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Firecracker Red Clearcoat,Black,None reported,Yes,42433.0
2876,Lincoln,Navigator L Reserve,2019,49131.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Tan,–,None reported,Yes,55460.0
2877,Tesla,Model X P100D,2017,100346.0,,Electric Motor Electric Fuel System,1-Speed A/T,Silver,White,None reported,Yes,45999.0
2878,Mercedes-Benz,CLS-Class CLS 400 4MATIC,2016,62285.0,Gasoline,329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,29950.0
2879,Lexus,RX 350 Base,2021,5040.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Beige,Beige,At least 1 accident or damage reported,Yes,48900.0
2880,RAM,1500 Laramie,2022,12940.0,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Bright White Clearcoat,Black,At least 1 accident or damage reported,Yes,46999.0
2881,Mitsubishi,Outlander Sport ES,2015,98385.0,Gasoline,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Silver,Black,At least 1 accident or damage reported,Yes,10500.0
2882,Hyundai,Sonata SE,2013,43903.0,Gasoline,200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,Yes,12500.0
2883,Ford,Mustang EcoBoost Premium,2017,41650.0,Gasoline,310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,23600.0
2884,BMW,X5 PHEV xDrive45e,2022,31850.0,Plug-In Hybrid,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,60500.0
2885,Hyundai,Sonata Hybrid Limited,2013,96419.0,Hybrid,199.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,6-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,14999.0
2886,Honda,Odyssey EX-L,2007,170000.0,Gasoline,244.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,7700.0
2887,Chevrolet,Colorado LT Crew Cab,2009,139000.0,Gasoline,300.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,14500.0
2888,Buick,Enclave Premium,2016,134655.0,Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,Ebony Twilight Metallic,Ebony,None reported,Yes,18051.0
2889,BMW,M235 i,2015,81000.0,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Red,None reported,Yes,27890.0
2890,McLaren,720S Performance,2020,9989.0,Gasoline,710.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,324995.0
2891,Kia,Telluride SX,2022,46347.0,Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic,Glacial White Pearl,Black,None reported,Yes,46120.0
2892,Chevrolet,Corvette Base,2007,4048.0,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Gray,None reported,Yes,38000.0
2893,Mercedes-Benz,S-Class S 63 AMG,2015,79876.0,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,White,None reported,Yes,45750.0
2894,Toyota,Mirai Limited,2021,44000.0,not supported,182.0HP Electric Motor Hydrogen Fuel,A/T,Gray,Black,None reported,Yes,18500.0
2895,Alfa,Romeo Giulia Ti,2017,56910.0,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,23000.0
2896,Land,Rover Range Rover Sport HSE,2019,65019.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,40500.0
2897,Nissan,370Z Touring,2009,133409.0,Gasoline,332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Gray,At least 1 accident or damage reported,Yes,14999.0
2898,BMW,330 i xDrive,2018,74381.0,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,22995.0
2899,Porsche,Macan,2023,2925.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,Carrara White Metallic,Black,None reported,Yes,73300.0
2900,BMW,128 i,2013,67874.0,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,18000.0
2901,Mercedes-Benz,AMG GLE 63 S Coupe 4MATIC,2018,71500.0,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,White,None reported,Yes,61000.0
2902,Jeep,Wrangler Sport,2014,71000.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Black,None reported,Yes,22000.0
2903,Ford,F-150 Raptor,2018,64517.0,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,47995.0
2904,Dodge,Sprinter 2500 High Roof,2004,55000.0,Diesel,154.0HP 2.7L 5 Cylinder Engine Diesel Fuel,A/T,White,Gray,None reported,Yes,24000.0
2905,BMW,M550 i xDrive,2019,7580.0,Gasoline,456.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,51500.0
2906,Hyundai,Sonata GLS,2010,135000.0,Gasoline,168.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Gray,None reported,Yes,3999.0
2907,Honda,Accord EX-L,2019,62200.0,Gasoline,192.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,21500.0
2908,Cadillac,CTS 3.6L Premium,2014,69001.0,Gasoline,321.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,None reported,Yes,19500.0
2909,Toyota,4Runner Venture Special Edition,2021,28567.0,Gasoline,"4L V-6 DOHC, VVT-i variable valve control, regular unleaded, eng",Automatic,–,Black/Graphite,None reported,Yes,44775.0
2910,Jaguar,XJ8 L,2006,78049.0,Gasoline,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,13980.0
2911,Ford,F-150 Lariat,2021,36821.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,Agate Black Metallic,Black,None reported,Yes,49273.0
2912,Chevrolet,Suburban High Country,2021,23292.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Brown,Black,None reported,Yes,73500.0
2913,Chevrolet,Suburban 1500 LTZ,2010,162671.0,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,None reported,Yes,12000.0
2914,Land,Rover LR2 HSE,2010,100472.0,Gasoline,230.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Beige,None reported,Yes,9975.0
2915,Subaru,WRX Limited,2017,73120.0,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Black,At least 1 accident or damage reported,Yes,19950.0
2916,Ford,Expedition Timberline,2022,23300.0,Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Green,Green,None reported,Yes,67500.0
2917,Honda,Clarity Plug-In Hybrid Base,2018,71000.0,Plug-In Hybrid,212.0HP 1.5L 4 Cylinder Engine Plug-In Electric/Gas,A/T,Red,Beige,At least 1 accident or damage reported,Yes,17500.0
2918,RAM,3500 Laramie,2022,16648.0,Diesel,6.7L I6 24V DDI OHV Turbo Diesel,6-Speed Automatic,Flame Red Clearcoat,Black,None reported,Yes,70999.0
2919,Chevrolet,Silverado 2500 LT,2011,240000.0,Diesel,335.0HP 6.6L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Black,None reported,Yes,18500.0
2920,Lexus,RX 450h Base,2013,119755.0,Hybrid,295.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,19500.0
2921,Mercedes-Benz,M-Class ML 350 4MATIC,2015,88000.0,E85 Flex Fuel,302.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,A/T,Silver,Gray,None reported,Yes,19500.0
2922,BMW,X5 xDrive40i,2021,41000.0,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,Black,None reported,Yes,50000.0
2923,Chevrolet,Camaro 2SS,2022,7458.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,47500.0
2924,Jeep,Gladiator Sport S,2022,23000.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,Yes,43000.0
2925,Land,Rover Discovery LSE,1998,149437.0,Gasoline,182.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,None reported,Yes,9995.0
2926,Ford,F-250 XLT,2017,244000.0,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Red,Beige,None reported,Yes,35500.0
2927,RAM,1500 Rebel,2019,46000.0,Hybrid,305.0HP 3.6L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,–,None reported,Yes,37900.0
2928,Audi,Q5 S line Premium Plus,2022,13133.0,Hybrid,2.0 Liter TFSI,Automatic,Silver,Black,None reported,Yes,42998.0
2929,RAM,1500 SLT,2017,45000.0,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,29999.0
2930,Mazda,CX-30 Premium Package,2021,18385.0,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Soul Red Crystal Metallic,White / Brown,None reported,Yes,29255.0
2931,BMW,840 Gran Coupe i xDrive,2020,25793.0,Gasoline,3.0L I6 24V GDI DOHC Turbo,8-Speed Automatic,Black Sapphire Metallic,Black,None reported,Yes,52999.0
2932,Porsche,Boxster S,2005,44400.0,Gasoline,280.0HP 3.2L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,29800.0
2933,Chevrolet,Malibu Limited LT,2016,104000.0,Gasoline,2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,None reported,Yes,10500.0
2934,Cadillac,Escalade Premium Luxury,2023,600.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,103000.0
2935,MINI,Cooper S Base,2007,45000.0,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,None reported,Yes,7900.0
2936,Jeep,Gladiator Mojave,2022,24500.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,64000.0
2937,Buick,Encore GX Essence,2020,35569.0,Gasoline,1.3L I3 12V MPFI DOHC Turbo,Automatic CVT,Satin Steel Metallic,Ebony,None reported,Yes,21999.0
2938,Toyota,Highlander XLE,2020,35000.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,36999.0
2939,Acura,MDX Touring,2003,165000.0,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,4000.0
2940,Land,Rover Range Rover Sport SE MHEV,2021,15000.0,Hybrid,355.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Black,Black,None reported,Yes,69000.0
2941,BMW,535 i xDrive,2014,119750.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,15499.0
2942,Nissan,350Z Touring,2007,90000.0,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,M/T,White,Green,At least 1 accident or damage reported,Yes,12000.0
2943,Ford,Transit Connect XLT,2015,112000.0,Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,14500.0
2944,Mercedes-Benz,SL-Class SL550 Roadster,2008,150000.0,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,Yes,16800.0
2945,Porsche,911 Turbo S,2021,1912.0,Gasoline,640.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,240000.0
2946,Hyundai,Sonata Sport 2.0T,2015,82900.0,Gasoline,245.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,13995.0
2947,Audi,TT 1.8T,2004,79500.0,Gasoline,180.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,12000.0
2948,Volvo,XC90 T6 Inscription,2019,60000.0,Gasoline,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,37000.0
2949,RAM,1500 Big Horn,2021,41800.0,Diesel,260.0HP 3.0L V6 Cylinder Engine Diesel Fuel,8-Speed A/T,White,Black,None reported,Yes,44900.0
2950,Chevrolet,Tahoe LT,2021,71536.0,Gasoline,5.3L V8 16V GDI OHV,10-Speed Automatic,Black,Jet Black,None reported,Yes,49685.0
2951,Ford,Explorer XLT,2014,127558.0,Gasoline,3.5L V6 24V MPFI DOHC,6-Speed Automatic,Green,Charcoal Black,None reported,Yes,13715.0
2952,Ford,Mustang Mach-E Premium,2023,13232.0,,346.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,Black,None reported,Yes,45000.0
2953,Chevrolet,Camaro 1SS,2017,39000.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Yellow,Black,None reported,Yes,31500.0
2954,Ford,Bronco Big Bend Advanced,2023,11500.0,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,54490.0
2955,Chrysler,Pacifica Launch Edition,2020,22200.0,Gasoline,287.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,36800.0
2956,Tesla,Model Y Long Range,2023,7414.0,,425.0HP Electric Motor Electric Fuel System,A/T,Black,White,None reported,Yes,56515.0
2957,Lamborghini,Huracan LP580-2,2017,14586.0,Gasoline,"5.2L V-10 gasoline direct injection, DOHC, variable valve contro",Automatic,Blue Caelum,Nero Ade,None reported,Yes,209991.0
2958,RAM,1500 Rebel,2021,32000.0,Hybrid,395.0HP 5.7L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,Black,None reported,Yes,50927.0
2959,Toyota,86 Base,2020,14700.0,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,27350.0
2960,BMW,X5 xDrive50i,2016,79995.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,23995.0
2961,GMC,Yukon Denali,2018,76000.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,44500.0
2962,Honda,Accord EX-L,2014,62000.0,Gasoline,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Black,At least 1 accident or damage reported,Yes,18987.0
2963,Maserati,Ghibli S Q4,2017,53500.0,Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,28700.0
